Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-24843800030,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34008,ABSOLUT SWEDISH VODKA 80PRF,6,"1,750",$19.99,$29.99,6,$179.94,10.5,2.77
INV-24844100002,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26828,JACK DANIELS OLD #7 BLACK LABEL,6,"1,750",$30.68,$46.02,12,$552.24,21,5.54
INV-24858900045,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1091200,NEUTRAL GRAIN SPIRITS,154,DUNKEL CORPORATION / IOWA DISTILLING,77284,ROCKET FUEL,12,750,$6.65,$9.98,1,$9.98,0.75,0.19
INV-24843600011,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1032200,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,64912,CIROC MANGO,24,200,$5.00,$7.50,1,$7.50,0.2,0.05
INV-24842500001,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11777,BLACK VELVET,12,"1,000",$6.63,$9.95,12,$119.40,12,3.17
INV-24842500032,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48108,HENNESSY VS,6,"1,750",$46.49,$69.74,6,$418.44,10.5,2.77
INV-24842600026,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11773,BLACK VELVET,48,200,$1.56,$2.34,48,$112.32,9.6,2.53
INV-24843100066,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062100,GOLD RUM,434,LUXCO INC,45248,PARAMOUNT GOLD RUM,6,"1,750",$7.50,$11.25,6,$70.56,10.5,2.77
INV-24842600052,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,$1.86,$2.79,24,$66.96,9,2.37
INV-24843800038,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77858,SMIRNOFF WHIPPED CREAM,12,750,$8.25,$12.38,3,$37.14,2.25,0.59
INV-24842600003,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5318,JOHNNIE WALKER DOUBLE BLACK,6,750,$24.05,$36.08,4,$144.32,3,0.79
INV-24842800002,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1051100,AMERICAN BRANDIES,259,HEAVEN HILL BRANDS,56006,CHRISTIAN BROS PEACH,12,750,$6.00,$9.00,4,$36.00,3,0.79
INV-24844100014,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,12,$129.12,21,5.54
INV-24843800025,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,10550,BLACK VELVET TOASTED CARAMEL,12,750,$6.75,$10.13,12,$121.56,9,2.37
INV-24843100063,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN DELUXE 12YR,12,750,$20.99,$31.49,12,$377.88,9,2.37
INV-24843800059,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,380,PHILLIPS BEVERAGE,39770,UV CAKE MINI,12,50,$4.40,$6.60,4,$26.40,0.2,0.05
INV-24844300008,01/28/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27782,JIM BEAM APPLE,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24858900033,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36887,MCCORMICK 80PRF VODKA,12,"1,000",$4.13,$6.20,3,$18.60,3,0.79
INV-24844100010,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,$5.23,$7.85,12,$94.20,9,2.37
INV-24843600036,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84152,99 ORANGES MINI,10,50,$6.00,$9.00,10,$90.00,0.5,0.13
INV-24843600013,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27782,JIM BEAM APPLE,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24842500021,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1062400,SPICED RUM,434,LUXCO INC,44658,LADY BLIGH SPICED RUM,6,"1,750",$10.00,$15.00,6,$90.00,10.5,2.77
INV-24844300010,01/28/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,$3.34,$5.01,12,$60.12,9,2.37
INV-24858900016,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,"1,000",$18.89,$28.34,1,$28.34,1,0.26
INV-24844500016,01/28/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43333,CAPTAIN MORGAN ORIGINAL SPICED PET,48,200,$2.75,$4.13,6,$24.78,1.2,0.31
INV-24843200001,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012300,SINGLE MALT SCOTCH,370,PERNOD RICARD USA,5040,GLENLIVET 18YR,6,750,$59.97,$89.96,2,$179.92,1.5,0.39
INV-24843600006,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1062400,SPICED RUM,395,PROXIMO,46499,KRAKEN BLACK SPICED RUM 70PRF,6,"1,750",$15.81,$23.72,2,$47.44,3.5,0.92
INV-24842500008,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1022100,MIXTO TEQUILA,395,PROXIMO,87408,JOSE CUERVO ESPECIAL SILVER,12,750,$11.07,$16.61,6,$99.66,4.5,1.18
INV-24844300009,01/28/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1062200,WHITE RUM,434,LUXCO INC,46350,HAWKEYE LIGHT RUM,6,"1,750",$7.67,$11.51,6,$69.06,10.5,2.77
INV-24858900031,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,24457,KESSLER BLEND WHISKEY,12,"1,000",$7.17,$10.76,1,$10.76,1,0.26
INV-24844100005,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1051100,AMERICAN BRANDIES,434,LUXCO INC,55086,PARAMOUNT BLACKBERRY BRANDY,12,750,$5.48,$8.22,12,$98.64,9,2.37
INV-24844200001,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24843100046,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,255,INFINIUM SPIRITS,37886,SEAGRAMS EXTRA SMOOTH VODKA,12,750,$5.38,$8.07,1,$8.07,0.75,0.19
INV-24858900004,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35918,FIVE O'CLOCK VODKA,6,"1,750",$7.20,$10.80,6,$64.80,10.5,2.77
INV-24844200025,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84143,99 CINNAMON MINI,10,50,$6.00,$9.00,1,$9.00,0.05,0.01
INV-24843800031,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1032100,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,34821,SVEDKA 80PRF,6,"1,750",$13.50,$20.25,12,$234.00,21,5.54
INV-24843100004,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77740,SMIRNOFF RASPBERRY,12,750,$8.25,$12.38,1,$12.38,0.75,0.19
INV-24844100013,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1062200,WHITE RUM,35,BACARDI USA INC,43128,BACARDI SUPERIOR,6,"1,750",$15.00,$22.50,6,$135.00,10.5,2.77
INV-24844200020,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,$10.50,$15.75,2,$31.50,1.5,0.39
INV-24843100060,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19064,JIM BEAM,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24843800007,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18348,FOUR ROSES SMALL BATCH,6,750,$16.17,$24.26,6,$145.56,4.5,1.18
INV-24843400008,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48164,HENNESSY VSOP PRIVILEGE,12,750,$30.99,$46.49,1,$45.74,0.75,0.19
INV-24842500015,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37338,UV VODKA PET,6,"1,750",$10.99,$16.49,6,$98.94,10.5,2.77
INV-24843600001,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,$2.09,$3.14,24,$75.36,9,2.37
INV-24842500012,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,37997,SMIRNOFF 80PRF,12,"1,000",$9.25,$13.88,24,$333.12,24,6.34
INV-24843800043,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,521,JEM BEVERAGE COMPANY,39825,WESTERN SON BLUEBERRY,12,750,$9.01,$13.52,6,$81.12,4.5,1.18
INV-24858900025,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84159,99 APPLES,12,750,$7.50,$11.25,1,$11.25,0.75,0.19
INV-24843800017,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,30,$322.80,52.5,13.86
INV-24858900017,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1091100,AMERICAN DISTILLED SPIRITS SPECIALTY,578,S&B FARMSTEAD DISTILLERY,77054,PRIVATE FIRST CLASS,12,750,$12.96,$19.44,1,$19.44,0.75,0.19
INV-24858900041,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,$2.09,$3.14,4,$12.56,1.5,0.39
INV-24842600022,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,15248,WINDSOR CANADIAN PET,6,"1,750",$9.50,$14.25,6,$85.50,10.5,2.77
INV-24844300006,01/28/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1051100,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,56792,PAUL MASSON APPLE GRANDE AMBER BRANDY,24,375,$3.22,$4.83,24,$115.92,9,2.37
INV-24842500023,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081500,TRIPLE SEC,434,LUXCO INC,86251,JUAREZ TRIPLE SEC,12,"1,000",$2.42,$3.63,12,$43.56,12,3.17
INV-24844500019,01/28/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64868,FIREBALL CINNAMON WHISKEY,6,"1,750",$15.33,$23.00,3,$69.00,5.25,1.38
INV-24843100026,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,$1.80,$2.70,24,$64.80,9,2.37
INV-24843100070,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84171,99 BANANAS,48,100,$0.89,$1.34,96,$128.64,9.6,2.53
INV-24844200007,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,$1.71,$2.57,4,$10.28,1.5,0.39
INV-24844100008,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,24458,KESSLER BLEND WHISKEY,6,"1,750",$11.00,$16.50,6,$99.00,10.5,2.77
INV-24843800035,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,$30.00,$45.00,2,$90.00,0.1,0.02
INV-24844100018,01/28/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1031100,AMERICAN VODKAS,205,E & J GALLO WINERY,36969,NEW AMSTERDAM 80PRF,12,750,$7.50,$11.25,3,$33.75,2.25,0.59
INV-24843100074,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,$19.99,$29.99,12,$359.88,9,2.37
INV-24843800040,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,$15.59,$23.39,12,$280.68,9,2.37
INV-24844400015,01/28/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,12,$129.12,21,5.54
INV-24842600019,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43028,ADMIRAL NELSON SPICED RUM,6,"1,750",$11.55,$17.33,6,$103.98,10.5,2.77
INV-24842500002,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11297,CROWN ROYAL,12,"1,000",$18.89,$28.34,12,$340.08,12,3.17
INV-24843800049,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42699,MALIBU MANGO RUM,12,750,$7.49,$11.24,3,$33.72,2.25,0.59
INV-24844200014,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40594,NEW AMSTERDAM PEACH,12,750,$7.50,$11.25,1,$11.25,0.75,0.19
INV-24842500025,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86887,SOUTHERN COMFORT,12,"1,000",$12.97,$19.46,12,$233.52,12,3.17
INV-24843600009,01/28/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24843800022,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81208,PARAMOUNT PEPPERMINT SCHNAPPS,6,"1,750",$7.50,$11.25,6,$67.50,10.5,2.77
INV-24843100011,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1032200,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,34812,SVEDKA RASPBERRY,12,750,$8.75,$13.13,1,$12.38,0.75,0.19
INV-24842600056,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84143,99 CINNAMON MINI,10,50,$6.00,$9.00,10,$90.00,0.5,0.13
INV-24844200016,01/28/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,10548,BLACK VELVET TOASTED CARAMEL,6,"1,750",$12.99,$19.49,2,$38.98,3.5,0.92
INV-24858900020,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69711,DR MCGILLICUDDYS WILD GRAPE,12,750,$8.66,$12.99,1,$12.99,0.75,0.19
INV-24843400005,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,125,CEDAR RIDGE VINEYARDS LL,17205,CEDAR RIDGE BOURBON,12,200,$6.00,$9.00,4,$36.00,0.8,0.21
INV-24858900026,01/28/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1071100,COCKTAILS/RTD,395,PROXIMO,58838,JOSE CUERVO AUTHENTIC LIME MARGARITA,6,"1,750",$8.74,$13.11,2,$26.22,3.5,0.92
INV-24843800044,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,163,STOLLER IMPORTS INC / MARSALLE COMPANY,27245,LEADSLINGERS BOURBON,6,750,$19.00,$28.50,1,$28.50,0.75,0.19
INV-24842500003,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,"1,750",$31.99,$47.99,6,$287.94,10.5,2.77
INV-24843000002,01/28/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,277,STOLI GROUP,919320,HA KENTUCKY OWL CONFISCATED,6,750,$86.66,$129.99,1,$129.99,0.75,0.19
INV-24842500005,01/28/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6,"1,750",$12.96,$19.44,12,$233.28,21,5.54
INV-24842600020,01/28/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1062500,FLAVORED RUM,259,HEAVEN HILL BRANDS,43986,ADMIRAL NELSON CHERRY SPICED RUM,6,"1,750",$11.55,$17.33,2,$34.66,3.5,0.92
INV-24843800032,01/28/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,$19.99,$29.99,12,$359.88,9,2.37
